Huyện A Lưới, Thành phố Huế
Phường Xuân Lập, Thành phố Long Khánh, Tỉnh Đồng Nai
Phường Xuân Phú, Quận Thuận Hóa, Thành phố Huế
Phường Xuân Phú, Thị xã Sông Cầu, Tỉnh Phú Yên
Phường Xuân Phương, Quận Nam Từ Liêm, Thành phố Hà Nội
Phường Xuân Sơn, Thành phố Đông Triều, Tỉnh Quảng Ninh
Phường Xuân Thành, Thị xã Sông Cầu, Tỉnh Phú Yên
Phường Xuân Tân, Thành phố Long Khánh, Tỉnh Đồng Nai
Phường Xuân Tăng, Thành phố Lào Cai, Tỉnh Lào Cai
Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội
Phường Xuân Yên, Thị xã Sông Cầu, Tỉnh Phú Yên
Phường Xuân Đài, Thị xã Sông Cầu, Tỉnh Phú Yên
Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội
Phường Xuất Hóa, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Phường Xóm Củi, Quận 8, Thành phố Hồ Chí Minh
Phường Xương Giang, Thành phố Bắc Giang, Tỉnh Bắc Giang
Phường Yên Bình, Thành phố Tam Điệp, Tỉnh Ninh Bình
Phường Yên Bắc, Thị xã Duy Tiên, Tỉnh Hà Nam
Phường Yên Giang, Thị xã Quảng Yên, Tỉnh Quảng Ninh
Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội
Phường Yên Hải, Thị xã Quảng Yên, Tỉnh Quảng Ninh
Phường Yên Nghĩa, Quận Hà Đông, Thành phố Hà Nội
Phường Yên Ninh, Thành phố Yên Bái, Tỉnh Yên Bái
Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội
Phường Yên Sở, Quận Hoàng Mai, Thành phố Hà Nội
Phường Yên Thanh, Thành phố Uông Bí, Tỉnh Quảng Ninh
Phường Yên Thế, Thành phố Pleiku, Tỉnh Gia Lai
Phường Yên Thịnh, Thành phố Yên Bái, Tỉnh Yên Bái
Phường Yên Thọ, Thành phố Đông Triều, Tỉnh Quảng Ninh
Phường Yên Đỗ, Thành phố Pleiku, Tỉnh Gia Lai
Phường Yên Đức, Thành phố Đông Triều, Tỉnh Quảng Ninh
Phường Ái Quốc, Thành phố Hải Dương, Tỉnh Hải Dương
Phường Âu Cơ, Thị xã Phú Thọ, Tỉnh Phú Thọ
Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội
Phường Ô Quý Hồ, Thị xã Sa Pa, Tỉnh Lào Cai
Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh
Phường Đa Mai, Thành phố Bắc Giang, Tỉnh Bắc Giang
Phường Đa Phúc, Quận Dương Kinh, Thành phố Hải Phòng
Phường Điện An, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội
Phường Điện Biên, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Điện Dương, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Minh, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Nam Bắc, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Nam Trung, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Nam Đông, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Ngọc, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Phương, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Thắng Bắc, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Thắng Nam, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Điện Thắng Trung, Thị xã Điện Bàn, Tỉnh Quảng Nam
Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu
Phường Đoàn Kết, Thị xã Ayun Pa, Tỉnh Gia Lai
Phường Đoàn Kết, Thị xã Buôn Hồ, Tỉnh Đắk Lắk
Phường Đài Sơn, Thành phố Phan Rang - Tháp Chàm, Tỉnh Ninh Thuận
Phường Đáp Cầu, Thành phố Bắc Ninh, Tỉnh Bắc Ninh
Phường Đình Bảng, Thành phố Từ Sơn, Tỉnh Bắc Ninh
Phường Đô Vinh, Thành phố Phan Rang - Tháp Chàm, Tỉnh Ninh Thuận
Phường Đông Ba, Quận Phú Xuân, Thành phố Huế
Phường Đông Cao, Thành phố Phổ Yên, Tỉnh Thái Nguyên
Phường Đông Cương, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Đông Giang, Thành phố Đông Hà, Tỉnh Quảng Trị
Phường Đông Hòa, Thành phố Dĩ An, Tỉnh Bình Dương
Phường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh
Phường Đông Hương, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Đông Hải 1, Quận Hải An, Thành phố Hải Phòng
Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng
Phường Đông Hải, Thành phố Phan Rang - Tháp Chàm, Tỉnh Ninh Thuận
Phường Đông Hải, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Đông Hồ, Thành phố Hà Tiên, Tỉnh Kiên Giang
Phường Đông Khê, Quận Ngô Quyền, Thành phố Hải Phòng
Phường Đông Kinh, Thành phố Lạng Sơn, Tỉnh Lạng Sơn
Phường Đông Lĩnh, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Đông Lương, Thành phố Đông Hà, Tỉnh Quảng Trị
Phường Đông Lễ, Thành phố Đông Hà, Tỉnh Quảng Trị
Phường Đông Mai, Thị xã Quảng Yên, Tỉnh Quảng Ninh
Phường Đông Ngàn, Thành phố Từ Sơn, Tỉnh Bắc Ninh
Phường Đông Ngạc, Quận Bắc Từ Liêm, Thành phố Hà Nội
Phường Đông Phong, Thành phố Lai Châu, Tỉnh Lai Châu
Phường Đông Sơn, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Đông Sơn, Thị xã Bỉm Sơn, Tỉnh Thanh Hóa
Phường Đông Thanh, Thành phố Đông Hà, Tỉnh Quảng Trị
Phường Đông Thuận, Thị xã Bình Minh, Tỉnh Vĩnh Long
Phường Đông Thành, Thành phố Hoa Lư, Tỉnh Ninh Bình
Phường Đông Thịnh, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Đông Thọ, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Đông Tân, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Đông Vĩnh, Thành phố Vinh, Tỉnh Nghệ An
Phường Đông Vệ, Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Phường Đại Bản, Quận Hồng Bàng, Thành phố Hải Phòng
Phường Đại Cương, Thị xã Kim Bảng, Tỉnh Hà Nam
Phường Đại Kim, Quận Hoàng Mai, Thành phố Hà Nội
Phường Đại Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội
Phường Đại Nài, Thành phố Hà Tĩnh, Tỉnh Hà Tĩnh
Phường Đại Phúc, Thành phố Bắc Ninh, Tỉnh Bắc Ninh
Phường Đại Xuân, Thị xã Quế Võ, Tỉnh Bắc Ninh
Phường Đại Yên, Thành phố Hạ Long, Tỉnh Quảng Ninh
Phường Đạo Long, Thành phố Phan Rang - Tháp Chàm, Tỉnh Ninh Thuận
Phường Đạt Hiếu, Thị xã Buôn Hồ, Tỉnh Đắk Lắk
Phường Đập Đá, Thị xã An Nhơn, Tỉnh Bình Định
Phường Đậu Liêu, Thị xã Hồng Lĩnh, Tỉnh Hà Tĩnh
Phường Đắc Sơn, Thành phố Phổ Yên, Tỉnh Thái Nguyên
Phường Đằng Giang, Quận Ngô Quyền, Thành phố Hải Phòng
Phường Đằng Hải, Quận Hải An, Thành phố Hải Phòng
Phường Đằng Lâm, Quận Hải An, Thành phố Hải Phòng
Phường Đề Thám, Thành phố Cao Bằng, Tỉnh Cao Bằng
Phường Đề Thám, Thành phố Thái Bình, Tỉnh Thái Bình
Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội
Phường Định Hoà, Thành phố Thủ Dầu Một, Tỉnh Bình Dương
Phường Định Trung, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc
Phường Đống Đa, Thành phố Pleiku, Tỉnh Gia Lai
Phường Đống Đa, Thành phố Quy Nhơn, Tỉnh Bình Định
Phường Đống Đa, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc
Phường Đồng Bẩm, Thành phố Thái Nguyên, Tỉnh Thái Nguyên
Phường Đồng Hoà, Quận Kiến An, Thành phố Hải Phòng
Phường Đồng Hóa, Thị xã Kim Bảng, Tỉnh Hà Nam
Phường Đồng Hải, Thành Phố Đồng Hới, Tỉnh Quảng Bình
Phường Đồng Kỵ, Thành phố Từ Sơn, Tỉnh Bắc Ninh
Phường Đồng Lạc, Thành phố Chí Linh, Tỉnh Hải Dương
Phường Đồng Mai, Quận Hà Đông, Thành phố Hà Nội
Phường Đồng Môn, Thành phố Hà Tĩnh, Tỉnh Hà Tĩnh
Phường Đồng Nguyên, Thành phố Từ Sơn, Tỉnh Bắc Ninh
Phường Đồng Nhân, Quận Hai Bà Trưng, Thành phố Hà Nội
Phường Đồng Phú, Thành Phố Đồng Hới, Tỉnh Quảng Bình
Phường Đồng Quang, Thành phố Thái Nguyên, Tỉnh Thái Nguyên
Phường Đồng Sơn, Thành Phố Đồng Hới, Tỉnh Quảng Bình
Phường Đồng Sơn, Thành phố Bắc Giang, Tỉnh Bắc Giang
Phường Đồng Thái, Quận An Dương, Thành phố Hải Phòng
Phường Đồng Tiến, Thành phố Hòa Bình, Tỉnh Hoà Bình
Phường Đồng Tiến, Thành phố Phổ Yên, Tỉnh Thái Nguyên
Phường Đồng Tâm, Quận Hai Bà Trưng, Thành phố Hà Nội
Phường Đồng Tâm, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc
Phường Đồng Tâm, Thành phố Yên Bái, Tỉnh Yên Bái
Phường Đồng Văn, Thị xã Duy Tiên, Tỉnh Hà Nam
Phường Đồng Xuân, Quận Hoàn Kiếm, Thành phố Hà Nội
Phường Đồng Xuân, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc
Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội
Phường Đội Cấn, Thành phố Tuyên Quang, Tỉnh Tuyên Quang
Phường Đức Chính, Thành phố Đông Triều, Tỉnh Quảng Ninh
Phường Đức Giang, Quận Long Biên, Thành phố Hà Nội
Phường Đức Long, Thành phố Phan Thiết, Tỉnh Bình Thuận
Phường Đức Ninh Đông, Thành Phố Đồng Hới, Tỉnh Quảng Bình
Phường Đức Thuận, Thị xã Hồng Lĩnh, Tỉnh Hà Tĩnh
Phường Đức Thắng, Quận Bắc Từ Liêm, Thành phố Hà Nội
Phường Đức Xuân, Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Phường Ỷ La, Thành phố Tuyên Quang, Tỉnh Tuyên Quang
Quận 1, Thành phố Hồ Chí Minh
Quận 10, Thành phố Hồ Chí Minh
Quận 11, Thành phố Hồ Chí Minh
Quận 12, Thành phố Hồ Chí Minh
Quận 3, Thành phố Hồ Chí Minh
Quận 4, Thành phố Hồ Chí Minh
Quận 5, Thành phố Hồ Chí Minh
Quận 6, Thành phố Hồ Chí Minh
Quận 7, Thành phố Hồ Chí Minh
Quận 8, Thành phố Hồ Chí Minh
Quận An Dương, Thành phố Hải Phòng
Quận Ba Đình, Thành phố Hà Nội
Quận Bình Thuỷ, Thành phố Cần Thơ
Quận Bình Thạnh, Thành phố Hồ Chí Minh
Quận Bình Tân, Thành phố Hồ Chí Minh
Quận Bắc Từ Liêm, Thành phố Hà Nội
Quận Cái Răng, Thành phố Cần Thơ
Quận Cầu Giấy, Thành phố Hà Nội
Quận Cẩm Lệ, Thành phố Đà Nẵng
Quận Dương Kinh, Thành phố Hải Phòng
Quận Gò Vấp, Thành phố Hồ Chí Minh
Quận Hai Bà Trưng, Thành phố Hà Nội
Quận Hoàn Kiếm, Thành phố Hà Nội
Quận Hoàng Mai, Thành phố Hà Nội
Quận Hà Đông, Thành phố Hà Nội
Quận Hải An, Thành phố Hải Phòng
Quận Hải Châu, Thành phố Đà Nẵng
Quận Hồng Bàng, Thành phố Hải Phòng
Quận Kiến An, Thành phố Hải Phòng
Quận Liên Chiểu, Thành phố Đà Nẵng
Quận Long Biên, Thành phố Hà Nội
Quận Lê Chân, Thành phố Hải Phòng
Quận Nam Từ Liêm, Thành phố Hà Nội
Quận Ngô Quyền, Thành phố Hải Phòng
Quận Ngũ Hành Sơn, Thành phố Đà Nẵng
Quận Ninh Kiều, Thành phố Cần Thơ
Quận Phú Nhuận, Thành phố Hồ Chí Minh
Quận Phú Xuân, Thành phố Huế
Quận Sơn Trà, Thành phố Đà Nẵng
Quận Thanh Khê, Thành phố Đà Nẵng
Quận Thanh Xuân, Thành phố Hà Nội
Quận Thuận Hóa, Thành phố Huế
Quận Thốt Nốt, Thành phố Cần Thơ
Quận Tân Bình, Thành phố Hồ Chí Minh
Quận Tân Phú, Thành phố Hồ Chí Minh
Quận Tây Hồ, Thành phố Hà Nội
Quận Ô Môn, Thành phố Cần Thơ
Quận Đống Đa, Thành phố Hà Nội
Quận Đồ Sơn, Thành phố Hải Phòng
Thành Phố Bắc Kạn, Tỉnh Bắc Kạn
Thành Phố Đồng Hới, Tỉnh Quảng Bình
Thành phố Biên Hòa, Tỉnh Đồng Nai
Thành phố Buôn Ma Thuột, Tỉnh Đắk Lắk
Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu
Thành phố Bạc Liêu, Tỉnh Bạc Liêu
Thành phố Bảo Lộc, Tỉnh Lâm Đồng
Thành phố Bắc Giang, Tỉnh Bắc Giang
Thành phố Bắc Ninh, Tỉnh Bắc Ninh
Thành phố Bến Cát, Tỉnh Bình Dương
Thành phố Bến Tre, Tỉnh Bến Tre
Thành phố Cam Ranh, Tỉnh Khánh Hòa
Thành phố Cao Bằng, Tỉnh Cao Bằng
Thành phố Cao Lãnh, Tỉnh Đồng Tháp
Thành phố Châu Đốc, Tỉnh An Giang
Thành phố Chí Linh, Tỉnh Hải Dương
Thành phố Cà Mau, Tỉnh Cà Mau
Thành phố Cần Thơ
Thành phố Cẩm Phả, Tỉnh Quảng Ninh
Thành phố Dĩ An, Tỉnh Bình Dương
Thành phố Gia Nghĩa, Tỉnh Đắk Nông
Thành phố Gò Công, Tỉnh Tiền Giang
Thành phố Hoa Lư, Tỉnh Ninh Bình
Thành phố Huế
Thành phố Hà Giang, Tỉnh Hà Giang
Thành phố Hà Nội
Thành phố Hà Tiên, Tỉnh Kiên Giang
Thành phố Hà Tĩnh, Tỉnh Hà Tĩnh
Thành phố Hòa Bình, Tỉnh Hoà Bình
Thành phố Hưng Yên, Tỉnh Hưng Yên
Thành phố Hạ Long, Tỉnh Quảng Ninh
Thành phố Hải Dương, Tỉnh Hải Dương
Thành phố Hải Phòng
Thành phố Hồ Chí Minh
Thành phố Hồng Ngự, Tỉnh Đồng Tháp
Thành phố Hội An, Tỉnh Quảng Nam
Thành phố Kon Tum, Tỉnh Kon Tum
Thành phố Lai Châu, Tỉnh Lai Châu
Thành phố Long Khánh, Tỉnh Đồng Nai
Thành phố Long Xuyên, Tỉnh An Giang
Thành phố Lào Cai, Tỉnh Lào Cai
Thành phố Lạng Sơn, Tỉnh Lạng Sơn
Thành phố Móng Cái, Tỉnh Quảng Ninh
Thành phố Mỹ Tho, Tỉnh Tiền Giang
Thành phố Nam Định, Tỉnh Nam Định
Thành phố Ngã Bảy, Tỉnh Hậu Giang
Thành phố Nha Trang, Tỉnh Khánh Hòa
Thành phố Phan Rang - Tháp Chàm, Tỉnh Ninh Thuận
Thành phố Phan Thiết, Tỉnh Bình Thuận
Thành phố Phú Quốc, Tỉnh Kiên Giang
Thành phố Phúc Yên, Tỉnh Vĩnh Phúc
Thành phố Phổ Yên, Tỉnh Thái Nguyên
Thành phố Phủ Lý, Tỉnh Hà Nam
Thành phố Pleiku, Tỉnh Gia Lai
Thành phố Quy Nhơn, Tỉnh Bình Định
Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Thành phố Rạch Giá, Tỉnh Kiên Giang
Thành phố Sa Đéc, Tỉnh Đồng Tháp
Thành phố Sóc Trăng, Tỉnh Sóc Trăng
Thành phố Sông Công, Tỉnh Thái Nguyên
Thành phố Sơn La, Tỉnh Sơn La
Thành phố Sầm Sơn, Tỉnh Thanh Hóa
Thành phố Tam Kỳ, Tỉnh Quảng Nam
Thành phố Tam Điệp, Tỉnh Ninh Bình
Thành phố Thanh Hóa, Tỉnh Thanh Hóa
Thành phố Thuận An, Tỉnh Bình Dương
Thành phố Thuỷ Nguyên, Thành phố Hải Phòng
Thành phố Thái Bình, Tỉnh Thái Bình
Thành phố Thái Nguyên, Tỉnh Thái Nguyên
Thành phố Thủ Dầu Một, Tỉnh Bình Dương
Thành phố Thủ Đức, Thành phố Hồ Chí Minh
Thành phố Trà Vinh, Tỉnh Trà Vinh
Thành phố Tuy Hoà, Tỉnh Phú Yên
Thành phố Tuyên Quang, Tỉnh Tuyên Quang
Thành phố Tân An, Tỉnh Long An
Thành phố Tân Uyên, Tỉnh Bình Dương
Thành phố Tây Ninh, Tỉnh Tây Ninh
Thành phố Từ Sơn, Tỉnh Bắc Ninh
Thành phố Uông Bí, Tỉnh Quảng Ninh
Thành phố Vinh, Tỉnh Nghệ An
Thành phố Việt Trì, Tỉnh Phú Thọ
Thành phố Vĩnh Long, Tỉnh Vĩnh Long
Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc
Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
Thành phố Vị Thanh, Tỉnh Hậu Giang
Thành phố Yên Bái, Tỉnh Yên Bái
Thành phố Điện Biên Phủ, Tỉnh Điện Biên
Thành phố Đà Lạt, Tỉnh Lâm Đồng
Thành phố Đà Nẵng
Thành phố Đông Hà, Tỉnh Quảng Trị
Thành phố Đông Triều, Tỉnh Quảng Ninh
Thành phố Đồng Xoài, Tỉnh Bình Phước
Thị trấn A Lưới, Huyện A Lưới, Thành phố Huế
Thị trấn An Bài, Huyện Quỳnh Phụ, Tỉnh Thái Bình
Thị trấn An Châu, Huyện Châu Thành, Tỉnh An Giang
Thị trấn An Châu, Huyện Sơn Động, Tỉnh Bắc Giang
Thị trấn An Lão, Huyện An Lão, Thành phố Hải Phòng
Thị trấn An Lão, Huyện An Lão, Tỉnh Bình Định
Thị trấn An Lạc Thôn, Huyện Kế Sách, Tỉnh Sóc Trăng
Thị trấn An Phú, Huyện An Phú, Tỉnh An Giang
Thị trấn Ba Chúc, Huyện Tri Tôn, Tỉnh An Giang
Thị trấn Ba Chẽ, Huyện Ba Chẽ, Tỉnh Quảng Ninh
Thị trấn Ba Hàng Đồi, Huyện Lạc Thủy, Tỉnh Hoà Bình
Thị trấn Ba Tri, Huyện Ba Tri, Tỉnh Bến Tre
Thị trấn Ba Tơ, Huyện Ba Tơ, Tỉnh Quảng Ngãi
Thị trấn Biển Động, Huyện Lục Ngạn, Tỉnh Bắc Giang
Thị trấn Bo, Huyện Kim Bôi, Tỉnh Hoà Bình
Thị trấn Buôn Trấp, Huyện Krông A Na, Tỉnh Đắk Lắk
Thị trấn Bá Hiến, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc
Thị trấn Bát Xát, Huyện Bát Xát, Tỉnh Lào Cai
Thị trấn Bình Dương, Huyện Phù Mỹ, Tỉnh Bình Định
Thị trấn Bình Gia, Huyện Bình Gia, Tỉnh Lạng Sơn
Thị trấn Bình Liêu, Huyện Bình Liêu, Tỉnh Quảng Ninh
Thị trấn Bình Minh, Huyện Kim Sơn, Tỉnh Ninh Bình
Thị trấn Bình Mỹ, Huyện Bình Lục, Tỉnh Hà Nam
Thị trấn Bình Phong Thạnh, Huyện Mộc Hóa, Tỉnh Long An
Thị trấn Bình Phú, Huyện Cai Lậy, Tỉnh Tiền Giang
Thị trấn Bình Đại, Huyện Bình Đại, Tỉnh Bến Tre
Thị trấn Búng Tàu, Huyện Phụng Hiệp, Tỉnh Hậu Giang
Thị trấn Bút Sơn, Huyện Hoằng Hóa, Tỉnh Thanh Hóa
Thị trấn Bảo Lạc, Huyện Bảo Lạc, Tỉnh Cao Bằng
Thị trấn Bảy Ngàn, Huyện Châu Thành A, Tỉnh Hậu Giang
Thị trấn Bắc Hà, Huyện Bắc Hà, Tỉnh Lào Cai
Thị trấn Bắc Lý, Huyện Hiệp Hòa, Tỉnh Bắc Giang
Thị trấn Bắc Sơn, Huyện Bắc Sơn, Tỉnh Lạng Sơn
Thị trấn Bắc Yên, Huyện Bắc Yên, Tỉnh Sơn La
Thị trấn Bằng Lũng, Huyện Chợ Đồn, Tỉnh Bắc Kạn
Thị trấn Bến Cầu, Huyện Bến Cầu, Tỉnh Tây Ninh
Thị trấn Bến Lức, Huyện Bến Lức, Tỉnh Long An
Thị trấn Bến Quan, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Thị trấn Bến Sung, Huyện Như Thanh, Tỉnh Thanh Hóa
Thị trấn Bố Hạ, Huyện Yên Thế, Tỉnh Bắc Giang
Thị trấn Cam Lộ, Huyện Cam Lộ, Tỉnh Quảng Trị
Thị trấn Cam Đức, Huyện Cam Lâm, Tỉnh Khánh Hòa
Thị trấn Cao Lộc, Huyện Cao Lộc, Tỉnh Lạng Sơn
Thị trấn Cao Phong, Huyện Cao Phong, Tỉnh Hoà Bình
Thị trấn Cao Thượng, Huyện Tân Yên, Tỉnh Bắc Giang
Thị trấn Chi Lăng, Huyện Chi Lăng, Tỉnh Lạng Sơn
Thị trấn Chi Nê, Huyện Lạc Thủy, Tỉnh Hoà Bình
Thị trấn Chi Đông, Huyện Mê Linh, Thành phố Hà Nội
Thị trấn Châu Hưng, Huyện Vĩnh Lợi, Tỉnh Bạc Liêu
Thị trấn Châu Thành, Huyện Châu Thành, Tỉnh Bến Tre
Thị trấn Châu Thành, Huyện Châu Thành, Tỉnh Sóc Trăng
Thị trấn Châu Thành, Huyện Châu Thành, Tỉnh Trà Vinh
Thị trấn Châu Thành, Huyện Châu Thành, Tỉnh Tây Ninh
Thị trấn Châu Ổ, Huyện Bình Sơn, Tỉnh Quảng Ngãi
Thị trấn Chí Thạnh, Huyện Tuy An, Tỉnh Phú Yên
Thị trấn Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội
Thị trấn Chư Prông, Huyện Chư Prông, Tỉnh Gia Lai
Thị trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
Thị trấn Chư Ty, Huyện Đức Cơ, Tỉnh Gia Lai
Thị trấn Chờ, Huyện Yên Phong, Tỉnh Bắc Ninh
Thị trấn Chợ Chu, Huyện Định Hóa, Tỉnh Thái Nguyên
Thị trấn Chợ Chùa, Huyện Nghĩa Hành, Tỉnh Quảng Ngãi
